class,filename,width,height,path,aspect_ratio
battery,battery143.jpg,225,225,data\raw\garbage-classification\battery\battery143.jpg,1.0
battery,battery144.jpg,243,207,data\raw\garbage-classification\battery\battery144.jpg,1.173913043478261
battery,battery145.jpg,231,218,data\raw\garbage-classification\battery\battery145.jpg,1.0596330275229358
battery,battery146.jpg,224,224,data\raw\garbage-classification\battery\battery146.jpg,1.0
battery,battery147.jpg,225,224,data\raw\garbage-classification\battery\battery147.jpg,1.0044642857142858
battery,battery148.jpg,255,198,data\raw\garbage-classification\battery\battery148.jpg,1.2878787878787878
battery,battery149.jpg,184,274,data\raw\garbage-classification\battery\battery149.jpg,0.6715328467153284
battery,battery15.jpg,225,225,data\raw\garbage-classification\battery\battery15.jpg,1.0
battery,battery150.jpg,299,168,data\raw\garbage-classification\battery\battery150.jpg,1.7797619047619047
battery,battery151.jpg,235,214,data\raw\garbage-classification\battery\battery151.jpg,1.0981308411214954
battery,battery152.jpg,300,168,data\raw\garbage-classification\battery\battery152.jpg,1.7857142857142858
battery,battery153.jpg,249,203,data\raw\garbage-classification\battery\battery153.jpg,1.2266009852216748
battery,battery154.jpg,225,225,data\raw\garbage-classification\battery\battery154.jpg,1.0
battery,battery155.jpg,310,163,data\raw\garbage-classification\battery\battery155.jpg,1.901840490797546
battery,battery156.jpg,300,168,data\raw\garbage-classification\battery\battery156.jpg,1.7857142857142858
battery,battery157.jpg,264,191,data\raw\garbage-classification\battery\battery157.jpg,1.382198952879581
battery,battery158.jpg,225,225,data\raw\garbage-classification\battery\battery158.jpg,1.0
battery,battery159.jpg,233,216,data\raw\garbage-classification\battery\battery159.jpg,1.0787037037037037
battery,battery16.jpg,260,194,data\raw\garbage-classification\battery\battery16.jpg,1.3402061855670102
battery,battery160.jpg,251,201,data\raw\garbage-classification\battery\battery160.jpg,1.2487562189054726
battery,battery161.jpg,275,183,data\raw\garbage-classification\battery\battery161.jpg,1.5027322404371584
battery,battery162.jpg,194,259,data\raw\garbage-classification\battery\battery162.jpg,0.749034749034749
battery,battery163.jpg,248,203,data\raw\garbage-classification\battery\battery163.jpg,1.2216748768472907
battery,battery164.jpg,318,158,data\raw\garbage-classification\battery\battery164.jpg,2.0126582278481013
battery,battery165.jpg,225,225,data\raw\garbage-classification\battery\battery165.jpg,1.0
battery,battery166.jpg,225,225,data\raw\garbage-classification\battery\battery166.jpg,1.0
battery,battery167.jpg,224,224,data\raw\garbage-classification\battery\battery167.jpg,1.0
battery,battery168.jpg,257,196,data\raw\garbage-classification\battery\battery168.jpg,1.3112244897959184
battery,battery169.jpg,225,225,data\raw\garbage-classification\battery\battery169.jpg,1.0
battery,battery17.jpg,225,225,data\raw\garbage-classification\battery\battery17.jpg,1.0
battery,battery170.jpg,225,225,data\raw\garbage-classification\battery\battery170.jpg,1.0
battery,battery171.jpg,200,200,data\raw\garbage-classification\battery\battery171.jpg,1.0
battery,battery172.jpg,225,225,data\raw\garbage-classification\battery\battery172.jpg,1.0
battery,battery173.jpg,225,225,data\raw\garbage-classification\battery\battery173.jpg,1.0
battery,battery174.jpg,225,225,data\raw\garbage-classification\battery\battery174.jpg,1.0
battery,battery175.jpg,225,225,data\raw\garbage-classification\battery\battery175.jpg,1.0
battery,battery176.jpg,275,183,data\raw\garbage-classification\battery\battery176.jpg,1.5027322404371584
battery,battery177.jpg,343,147,data\raw\garbage-classification\battery\battery177.jpg,2.3333333333333335
battery,battery178.jpg,225,225,data\raw\garbage-classification\battery\battery178.jpg,1.0
battery,battery179.jpg,225,225,data\raw\garbage-classification\battery\battery179.jpg,1.0
battery,battery18.jpg,293,172,data\raw\garbage-classification\battery\battery18.jpg,1.7034883720930232
battery,battery180.jpg,219,230,data\raw\garbage-classification\battery\battery180.jpg,0.9521739130434783
battery,battery181.jpg,225,225,data\raw\garbage-classification\battery\battery181.jpg,1.0
battery,battery182.jpg,259,194,data\raw\garbage-classification\battery\battery182.jpg,1.3350515463917525
battery,battery183.jpg,168,299,data\raw\garbage-classification\battery\battery183.jpg,0.5618729096989966
battery,battery184.jpg,225,225,data\raw\garbage-classification\battery\battery184.jpg,1.0
battery,battery185.jpg,225,225,data\raw\garbage-classification\battery\battery185.jpg,1.0
battery,battery186.jpg,259,194,data\raw\garbage-classification\battery\battery186.jpg,1.3350515463917525
battery,battery187.jpg,228,221,data\raw\garbage-classification\battery\battery187.jpg,1.0316742081447965
battery,battery188.jpg,225,225,data\raw\garbage-classification\battery\battery188.jpg,1.0
battery,battery189.jpg,214,236,data\raw\garbage-classification\battery\battery189.jpg,0.9067796610169492
battery,battery19.jpg,283,178,data\raw\garbage-classification\battery\battery19.jpg,1.5898876404494382
battery,battery190.jpg,225,225,data\raw\garbage-classification\battery\battery190.jpg,1.0
battery,battery191.jpg,225,225,data\raw\garbage-classification\battery\battery191.jpg,1.0
battery,battery192.jpg,225,225,data\raw\garbage-classification\battery\battery192.jpg,1.0
battery,battery193.jpg,225,225,data\raw\garbage-classification\battery\battery193.jpg,1.0
battery,battery194.jpg,300,168,data\raw\garbage-classification\battery\battery194.jpg,1.7857142857142858
battery,battery195.jpg,225,225,data\raw\garbage-classification\battery\battery195.jpg,1.0
battery,battery196.jpg,225,225,data\raw\garbage-classification\battery\battery196.jpg,1.0
battery,battery197.jpg,200,169,data\raw\garbage-classification\battery\battery197.jpg,1.183431952662722
battery,battery198.jpg,326,155,data\raw\garbage-classification\battery\battery198.jpg,2.1032258064516127
battery,battery199.jpg,225,225,data\raw\garbage-classification\battery\battery199.jpg,1.0
battery,battery2.jpg,183,275,data\raw\garbage-classification\battery\battery2.jpg,0.6654545454545454
battery,battery20.jpg,279,181,data\raw\garbage-classification\battery\battery20.jpg,1.5414364640883977
battery,battery200.jpg,169,298,data\raw\garbage-classification\battery\battery200.jpg,0.5671140939597316
battery,battery201.jpg,239,211,data\raw\garbage-classification\battery\battery201.jpg,1.132701421800948
battery,battery202.jpg,256,197,data\raw\garbage-classification\battery\battery202.jpg,1.299492385786802
battery,battery203.jpg,225,225,data\raw\garbage-classification\battery\battery203.jpg,1.0
battery,battery204.jpg,171,294,data\raw\garbage-classification\battery\battery204.jpg,0.5816326530612245
battery,battery205.jpg,225,225,data\raw\garbage-classification\battery\battery205.jpg,1.0
battery,battery206.jpg,225,225,data\raw\garbage-classification\battery\battery206.jpg,1.0
battery,battery207.jpg,255,198,data\raw\garbage-classification\battery\battery207.jpg,1.2878787878787878
battery,battery208.jpg,225,225,data\raw\garbage-classification\battery\battery208.jpg,1.0
battery,battery209.jpg,225,225,data\raw\garbage-classification\battery\battery209.jpg,1.0
battery,battery21.jpg,318,159,data\raw\garbage-classification\battery\battery21.jpg,2.0
battery,battery210.jpg,225,225,data\raw\garbage-classification\battery\battery210.jpg,1.0
battery,battery211.jpg,275,183,data\raw\garbage-classification\battery\battery211.jpg,1.5027322404371584
battery,battery212.jpg,327,154,data\raw\garbage-classification\battery\battery212.jpg,2.1233766233766236
battery,battery213.jpg,275,183,data\raw\garbage-classification\battery\battery213.jpg,1.5027322404371584
battery,battery214.jpg,225,225,data\raw\garbage-classification\battery\battery214.jpg,1.0
battery,battery215.jpg,246,205,data\raw\garbage-classification\battery\battery215.jpg,1.2
battery,battery216.jpg,225,225,data\raw\garbage-classification\battery\battery216.jpg,1.0
battery,battery217.jpg,225,225,data\raw\garbage-classification\battery\battery217.jpg,1.0
battery,battery218.jpg,225,225,data\raw\garbage-classification\battery\battery218.jpg,1.0
battery,battery219.jpg,225,225,data\raw\garbage-classification\battery\battery219.jpg,1.0
battery,battery22.jpg,225,225,data\raw\garbage-classification\battery\battery22.jpg,1.0
battery,battery220.jpg,275,183,data\raw\garbage-classification\battery\battery220.jpg,1.5027322404371584
battery,battery221.jpg,225,225,data\raw\garbage-classification\battery\battery221.jpg,1.0
battery,battery222.jpg,252,200,data\raw\garbage-classification\battery\battery222.jpg,1.26
battery,battery223.jpg,228,221,data\raw\garbage-classification\battery\battery223.jpg,1.0316742081447965
battery,battery224.jpg,224,224,data\raw\garbage-classification\battery\battery224.jpg,1.0
battery,battery225.jpg,259,194,data\raw\garbage-classification\battery\battery225.jpg,1.3350515463917525
battery,battery226.jpg,225,225,data\raw\garbage-classification\battery\battery226.jpg,1.0
battery,battery227.jpg,241,209,data\raw\garbage-classification\battery\battery227.jpg,1.1531100478468899
battery,battery228.jpg,225,225,data\raw\garbage-classification\battery\battery228.jpg,1.0
battery,battery229.jpg,246,205,data\raw\garbage-classification\battery\battery229.jpg,1.2
battery,battery23.jpg,275,183,data\raw\garbage-classification\battery\battery23.jpg,1.5027322404371584
battery,battery230.jpg,246,205,data\raw\garbage-classification\battery\battery230.jpg,1.2
battery,battery231.jpg,218,231,data\raw\garbage-classification\battery\battery231.jpg,0.9437229437229437
battery,battery232.jpg,275,183,data\raw\garbage-classification\battery\battery232.jpg,1.5027322404371584
battery,battery233.jpg,183,275,data\raw\garbage-classification\battery\battery233.jpg,0.6654545454545454
battery,battery234.jpg,259,194,data\raw\garbage-classification\battery\battery234.jpg,1.3350515463917525
battery,battery235.jpg,275,183,data\raw\garbage-classification\battery\battery235.jpg,1.5027322404371584
battery,battery236.jpg,225,225,data\raw\garbage-classification\battery\battery236.jpg,1.0
battery,battery237.jpg,225,225,data\raw\garbage-classification\battery\battery237.jpg,1.0
battery,battery238.jpg,259,194,data\raw\garbage-classification\battery\battery238.jpg,1.3350515463917525
battery,battery239.jpg,225,225,data\raw\garbage-classification\battery\battery239.jpg,1.0
battery,battery24.jpg,234,215,data\raw\garbage-classification\battery\battery24.jpg,1.0883720930232559
battery,battery240.jpg,259,194,data\raw\garbage-classification\battery\battery240.jpg,1.3350515463917525
battery,battery241.jpg,257,196,data\raw\garbage-classification\battery\battery241.jpg,1.3112244897959184
battery,battery242.jpg,268,188,data\raw\garbage-classification\battery\battery242.jpg,1.425531914893617
battery,battery243.jpg,318,159,data\raw\garbage-classification\battery\battery243.jpg,2.0
battery,battery244.jpg,224,224,data\raw\garbage-classification\battery\battery244.jpg,1.0
battery,battery245.jpg,256,197,data\raw\garbage-classification\battery\battery245.jpg,1.299492385786802
battery,battery246.jpg,220,165,data\raw\garbage-classification\battery\battery246.jpg,1.3333333333333333
battery,battery247.jpg,220,220,data\raw\garbage-classification\battery\battery247.jpg,1.0
battery,battery248.jpg,270,187,data\raw\garbage-classification\battery\battery248.jpg,1.4438502673796791
battery,battery249.jpg,225,225,data\raw\garbage-classification\battery\battery249.jpg,1.0
battery,battery25.jpg,220,165,data\raw\garbage-classification\battery\battery25.jpg,1.3333333333333333
battery,battery250.jpg,275,183,data\raw\garbage-classification\battery\battery250.jpg,1.5027322404371584
battery,battery251.jpg,260,194,data\raw\garbage-classification\battery\battery251.jpg,1.3402061855670102
battery,battery252.jpg,225,225,data\raw\garbage-classification\battery\battery252.jpg,1.0
battery,battery253.jpg,225,225,data\raw\garbage-classification\battery\battery253.jpg,1.0
battery,battery254.jpg,229,220,data\raw\garbage-classification\battery\battery254.jpg,1.040909090909091
battery,battery255.jpg,225,225,data\raw\garbage-classification\battery\battery255.jpg,1.0
battery,battery256.jpg,220,165,data\raw\garbage-classification\battery\battery256.jpg,1.3333333333333333
battery,battery257.jpg,230,219,data\raw\garbage-classification\battery\battery257.jpg,1.0502283105022832
battery,battery258.jpg,243,207,data\raw\garbage-classification\battery\battery258.jpg,1.173913043478261
battery,battery259.jpg,225,225,data\raw\garbage-classification\battery\battery259.jpg,1.0
battery,battery26.jpg,253,199,data\raw\garbage-classification\battery\battery26.jpg,1.271356783919598
battery,battery260.jpg,220,165,data\raw\garbage-classification\battery\battery260.jpg,1.3333333333333333
battery,battery261.jpg,225,225,data\raw\garbage-classification\battery\battery261.jpg,1.0
battery,battery262.jpg,225,225,data\raw\garbage-classification\battery\battery262.jpg,1.0
battery,battery263.jpg,260,194,data\raw\garbage-classification\battery\battery263.jpg,1.3402061855670102
battery,battery264.jpg,200,200,data\raw\garbage-classification\battery\battery264.jpg,1.0
battery,battery265.jpg,333,151,data\raw\garbage-classification\battery\battery265.jpg,2.205298013245033
battery,battery266.jpg,225,225,data\raw\garbage-classification\battery\battery266.jpg,1.0
battery,battery267.jpg,225,225,data\raw\garbage-classification\battery\battery267.jpg,1.0
battery,battery268.jpg,263,192,data\raw\garbage-classification\battery\battery268.jpg,1.3697916666666667
battery,battery269.jpg,225,225,data\raw\garbage-classification\battery\battery269.jpg,1.0
battery,battery27.jpg,225,225,data\raw\garbage-classification\battery\battery27.jpg,1.0
battery,battery270.jpg,200,200,data\raw\garbage-classification\battery\battery270.jpg,1.0
battery,battery271.jpg,225,225,data\raw\garbage-classification\battery\battery271.jpg,1.0
battery,battery272.jpg,259,194,data\raw\garbage-classification\battery\battery272.jpg,1.3350515463917525
battery,battery273.jpg,225,225,data\raw\garbage-classification\battery\battery273.jpg,1.0
battery,battery274.jpg,225,225,data\raw\garbage-classification\battery\battery274.jpg,1.0
battery,battery275.jpg,288,175,data\raw\garbage-classification\battery\battery275.jpg,1.6457142857142857
battery,battery276.jpg,319,158,data\raw\garbage-classification\battery\battery276.jpg,2.018987341772152
battery,battery277.jpg,235,215,data\raw\garbage-classification\battery\battery277.jpg,1.0930232558139534
battery,battery278.jpg,225,225,data\raw\garbage-classification\battery\battery278.jpg,1.0
battery,battery279.jpg,271,186,data\raw\garbage-classification\battery\battery279.jpg,1.456989247311828
battery,battery28.jpg,220,165,data\raw\garbage-classification\battery\battery28.jpg,1.3333333333333333
battery,battery280.jpg,259,194,data\raw\garbage-classification\battery\battery280.jpg,1.3350515463917525
battery,battery281.jpg,235,215,data\raw\garbage-classification\battery\battery281.jpg,1.0930232558139534
battery,battery282.jpg,225,225,data\raw\garbage-classification\battery\battery282.jpg,1.0
battery,battery283.jpg,286,176,data\raw\garbage-classification\battery\battery283.jpg,1.625
battery,battery284.jpg,225,225,data\raw\garbage-classification\battery\battery284.jpg,1.0
battery,battery285.jpg,225,225,data\raw\garbage-classification\battery\battery285.jpg,1.0
battery,battery286.jpg,336,150,data\raw\garbage-classification\battery\battery286.jpg,2.24
battery,battery287.jpg,327,154,data\raw\garbage-classification\battery\battery287.jpg,2.1233766233766236
battery,battery288.jpg,238,212,data\raw\garbage-classification\battery\battery288.jpg,1.1226415094339623
battery,battery289.jpg,233,217,data\raw\garbage-classification\battery\battery289.jpg,1.0737327188940091
battery,battery29.jpg,225,225,data\raw\garbage-classification\battery\battery29.jpg,1.0
battery,battery290.jpg,225,225,data\raw\garbage-classification\battery\battery290.jpg,1.0
battery,battery291.jpg,277,182,data\raw\garbage-classification\battery\battery291.jpg,1.521978021978022
battery,battery292.jpg,382,132,data\raw\garbage-classification\battery\battery292.jpg,2.893939393939394
battery,battery293.jpg,225,225,data\raw\garbage-classification\battery\battery293.jpg,1.0
battery,battery294.jpg,220,220,data\raw\garbage-classification\battery\battery294.jpg,1.0
battery,battery295.jpg,400,126,data\raw\garbage-classification\battery\battery295.jpg,3.1746031746031744
battery,battery296.jpg,225,225,data\raw\garbage-classification\battery\battery296.jpg,1.0
battery,battery297.jpg,180,180,data\raw\garbage-classification\battery\battery297.jpg,1.0
battery,battery298.jpg,220,220,data\raw\garbage-classification\battery\battery298.jpg,1.0
battery,battery299.jpg,225,225,data\raw\garbage-classification\battery\battery299.jpg,1.0
battery,battery3.jpg,275,183,data\raw\garbage-classification\battery\battery3.jpg,1.5027322404371584
battery,battery30.jpg,300,168,data\raw\garbage-classification\battery\battery30.jpg,1.7857142857142858
battery,battery300.jpg,337,149,data\raw\garbage-classification\battery\battery300.jpg,2.261744966442953
battery,battery301.jpg,225,225,data\raw\garbage-classification\battery\battery301.jpg,1.0
battery,battery302.jpg,225,225,data\raw\garbage-classification\battery\battery302.jpg,1.0
battery,battery303.jpg,225,225,data\raw\garbage-classification\battery\battery303.jpg,1.0
battery,battery304.jpg,289,174,data\raw\garbage-classification\battery\battery304.jpg,1.660919540229885
battery,battery305.jpg,260,194,data\raw\garbage-classification\battery\battery305.jpg,1.3402061855670102
battery,battery306.jpg,225,225,data\raw\garbage-classification\battery\battery306.jpg,1.0
battery,battery307.jpg,225,225,data\raw\garbage-classification\battery\battery307.jpg,1.0
battery,battery308.jpg,225,225,data\raw\garbage-classification\battery\battery308.jpg,1.0
battery,battery309.jpg,225,225,data\raw\garbage-classification\battery\battery309.jpg,1.0
battery,battery31.jpg,225,225,data\raw\garbage-classification\battery\battery31.jpg,1.0
battery,battery310.jpg,301,168,data\raw\garbage-classification\battery\battery310.jpg,1.7916666666666667
battery,battery311.jpg,225,225,data\raw\garbage-classification\battery\battery311.jpg,1.0
battery,battery312.jpg,180,180,data\raw\garbage-classification\battery\battery312.jpg,1.0
battery,battery313.jpg,225,225,data\raw\garbage-classification\battery\battery313.jpg,1.0
battery,battery314.jpg,286,176,data\raw\garbage-classification\battery\battery314.jpg,1.625
battery,battery315.jpg,264,191,data\raw\garbage-classification\battery\battery315.jpg,1.382198952879581
battery,battery316.jpg,231,219,data\raw\garbage-classification\battery\battery316.jpg,1.0547945205479452
battery,battery317.jpg,180,180,data\raw\garbage-classification\battery\battery317.jpg,1.0
battery,battery318.jpg,225,225,data\raw\garbage-classification\battery\battery318.jpg,1.0
battery,battery319.jpg,225,225,data\raw\garbage-classification\battery\battery319.jpg,1.0
battery,battery32.jpg,275,183,data\raw\garbage-classification\battery\battery32.jpg,1.5027322404371584
battery,battery320.jpg,254,199,data\raw\garbage-classification\battery\battery320.jpg,1.2763819095477387
battery,battery321.jpg,236,213,data\raw\garbage-classification\battery\battery321.jpg,1.107981220657277
battery,battery322.jpg,451,112,data\raw\garbage-classification\battery\battery322.jpg,4.026785714285714
battery,battery323.jpg,283,178,data\raw\garbage-classification\battery\battery323.jpg,1.5898876404494382
battery,battery324.jpg,225,225,data\raw\garbage-classification\battery\battery324.jpg,1.0
battery,battery325.jpg,288,175,data\raw\garbage-classification\battery\battery325.jpg,1.6457142857142857
battery,battery326.jpg,267,189,data\raw\garbage-classification\battery\battery326.jpg,1.4126984126984128
battery,battery327.jpg,180,180,data\raw\garbage-classification\battery\battery327.jpg,1.0
battery,battery328.jpg,225,225,data\raw\garbage-classification\battery\battery328.jpg,1.0
battery,battery329.jpg,225,225,data\raw\garbage-classification\battery\battery329.jpg,1.0
battery,battery33.jpg,244,207,data\raw\garbage-classification\battery\battery33.jpg,1.178743961352657
battery,battery330.jpg,445,113,data\raw\garbage-classification\battery\battery330.jpg,3.938053097345133
battery,battery331.jpg,225,225,data\raw\garbage-classification\battery\battery331.jpg,1.0
battery,battery332.jpg,225,225,data\raw\garbage-classification\battery\battery332.jpg,1.0
battery,battery333.jpg,225,225,data\raw\garbage-classification\battery\battery333.jpg,1.0
battery,battery334.jpg,225,225,data\raw\garbage-classification\battery\battery334.jpg,1.0
battery,battery335.jpg,377,133,data\raw\garbage-classification\battery\battery335.jpg,2.8345864661654137
battery,battery336.jpg,247,204,data\raw\garbage-classification\battery\battery336.jpg,1.2107843137254901
battery,battery337.jpg,224,224,data\raw\garbage-classification\battery\battery337.jpg,1.0
battery,battery338.jpg,241,209,data\raw\garbage-classification\battery\battery338.jpg,1.1531100478468899
battery,battery339.jpg,225,225,data\raw\garbage-classification\battery\battery339.jpg,1.0
battery,battery34.jpg,168,300,data\raw\garbage-classification\battery\battery34.jpg,0.56
battery,battery340.jpg,251,201,data\raw\garbage-classification\battery\battery340.jpg,1.2487562189054726
battery,battery341.jpg,225,225,data\raw\garbage-classification\battery\battery341.jpg,1.0
battery,battery342.jpg,225,225,data\raw\garbage-classification\battery\battery342.jpg,1.0
battery,battery343.jpg,263,192,data\raw\garbage-classification\battery\battery343.jpg,1.3697916666666667
battery,battery344.jpg,235,215,data\raw\garbage-classification\battery\battery344.jpg,1.0930232558139534
battery,battery345.jpg,225,225,data\raw\garbage-classification\battery\battery345.jpg,1.0
battery,battery346.jpg,225,225,data\raw\garbage-classification\battery\battery346.jpg,1.0
battery,battery347.jpg,225,225,data\raw\garbage-classification\battery\battery347.jpg,1.0
battery,battery348.jpg,227,222,data\raw\garbage-classification\battery\battery348.jpg,1.0225225225225225
battery,battery349.jpg,336,150,data\raw\garbage-classification\battery\battery349.jpg,2.24
battery,battery35.jpg,259,194,data\raw\garbage-classification\battery\battery35.jpg,1.3350515463917525
battery,battery350.jpg,225,225,data\raw\garbage-classification\battery\battery350.jpg,1.0
battery,battery351.jpg,225,225,data\raw\garbage-classification\battery\battery351.jpg,1.0
battery,battery352.jpg,263,192,data\raw\garbage-classification\battery\battery352.jpg,1.3697916666666667
battery,battery353.jpg,258,195,data\raw\garbage-classification\battery\battery353.jpg,1.323076923076923
battery,battery354.jpg,225,225,data\raw\garbage-classification\battery\battery354.jpg,1.0
battery,battery355.jpg,259,194,data\raw\garbage-classification\battery\battery355.jpg,1.3350515463917525
battery,battery356.jpg,225,225,data\raw\garbage-classification\battery\battery356.jpg,1.0
battery,battery357.jpg,225,225,data\raw\garbage-classification\battery\battery357.jpg,1.0
battery,battery358.jpg,278,181,data\raw\garbage-classification\battery\battery358.jpg,1.5359116022099448
battery,battery359.jpg,291,173,data\raw\garbage-classification\battery\battery359.jpg,1.6820809248554913
battery,battery36.jpg,306,165,data\raw\garbage-classification\battery\battery36.jpg,1.8545454545454545
battery,battery360.jpg,259,194,data\raw\garbage-classification\battery\battery360.jpg,1.3350515463917525
battery,battery361.jpg,225,225,data\raw\garbage-classification\battery\battery361.jpg,1.0
battery,battery362.jpg,225,225,data\raw\garbage-classification\battery\battery362.jpg,1.0
battery,battery363.jpg,258,195,data\raw\garbage-classification\battery\battery363.jpg,1.323076923076923
battery,battery364.jpg,276,183,data\raw\garbage-classification\battery\battery364.jpg,1.5081967213114753
battery,battery365.jpg,259,194,data\raw\garbage-classification\battery\battery365.jpg,1.3350515463917525
battery,battery366.jpg,299,168,data\raw\garbage-classification\battery\battery366.jpg,1.7797619047619047
battery,battery367.jpg,259,194,data\raw\garbage-classification\battery\battery367.jpg,1.3350515463917525
battery,battery368.jpg,225,225,data\raw\garbage-classification\battery\battery368.jpg,1.0
battery,battery369.jpg,220,220,data\raw\garbage-classification\battery\battery369.jpg,1.0
battery,battery37.jpg,225,225,data\raw\garbage-classification\battery\battery37.jpg,1.0
battery,battery370.jpg,259,194,data\raw\garbage-classification\battery\battery370.jpg,1.3350515463917525
battery,battery371.jpg,302,167,data\raw\garbage-classification\battery\battery371.jpg,1.8083832335329342
battery,battery372.jpg,259,195,data\raw\garbage-classification\battery\battery372.jpg,1.3282051282051281
battery,battery373.jpg,225,225,data\raw\garbage-classification\battery\battery373.jpg,1.0
battery,battery374.jpg,270,187,data\raw\garbage-classification\battery\battery374.jpg,1.4438502673796791
battery,battery375.jpg,225,225,data\raw\garbage-classification\battery\battery375.jpg,1.0
battery,battery376.jpg,315,160,data\raw\garbage-classification\battery\battery376.jpg,1.96875
battery,battery377.jpg,285,177,data\raw\garbage-classification\battery\battery377.jpg,1.6101694915254237
battery,battery378.jpg,259,195,data\raw\garbage-classification\battery\battery378.jpg,1.3282051282051281
battery,battery379.jpg,259,194,data\raw\garbage-classification\battery\battery379.jpg,1.3350515463917525
battery,battery38.jpg,225,225,data\raw\garbage-classification\battery\battery38.jpg,1.0
battery,battery380.jpg,225,225,data\raw\garbage-classification\battery\battery380.jpg,1.0
battery,battery381.jpg,225,225,data\raw\garbage-classification\battery\battery381.jpg,1.0
